vid,channelId,title,channelTitle,categoryId,tags,cc_segment
G6geGH8YezE,UCBi2mrWuNuyYy4gbM6fU18Q,Car drives through tornado in Kansas,ABC News,25.0,"['news', 'breaking news', 'live news', 'daily news', 'world news', 'us news']",i probably do n't want to get into that no i do n't bl off holy there 's a tornado in garden city right now i think we 're in the middle of it holy our pickup 's going to get messed up holy cow probably do n't want to get into that no i do n't off holy there 's a tornado in garden city right now i think we 're in the middle of it holy our pickup 's going to get messed up holy cow
Ao0SCFDQRLc,UCBi2mrWuNuyYy4gbM6fU18Q,Deadly tornadoes in the heartland,ABC News,25.0,"['abc', 'businesses', 'central', 'deaths', 'destroyed', 'heartland', 'homes', 'news', 'ohio', 'p_cmsid=2494279', 'p_vid=news-108189608', 'tornadoes', 'wn', 'wnt']",we 're getting a clearer picture now of the devastation after deadly tornadoes ripped through the heartland one of the hardest hit areas this central ohio community at least three people were killed there homes and businesses completely destroyed debris scattered for miles tonight the family is trying to pick up the pieces abc 's alex pret in the storm zone tonight hundreds of families in need after a deadly tornado tore through logan county ohio an hour northwest of columbus this high school gymnasium now a don center giving out food clothing and basic necessities we met jeremiah knighting who rode out the storm with his 74-year-old mother their home now completely destroyed it 's a blessing man i just ca n't thank god enough i ca n't i ca n't thank the people enough i ca n't thank i know everybody people here now sifting through debris travis gauze among those salvaging what they can i do n't know i do n't even know where to begin with my cleanup i see people picking up out their yards but with mine where do you start yeah cleanup efforts well underway along this street but as you can see so many of the homes here are a complete loss that twister striking thursday in ef3 with winds of at least 136 mph claiming three lives tonight we 're learning darla williams a grandmother did n't survive her family telling abc news she was well-loved in the community and a true friend to all that knew her the tornado part of a multi-day outbreak that injured dozens meteorologists saying the winter 's record warmth fueled those twisters humidity making the air unstable conditions not normally present until later in the spring tornado is not the only kind of dangerous weather this week this frightening scene in texas friday families racing for cover at rodeo houston this hail is falling and all these people are running trying to brace to a safe spot that hail falling as the area was under a severe thunderstorm warning the national weather service confirmed at least eight tornadoes across ohio this week with authorities saying the cleanup here is going to take some time we can see all that destruction behind you all right alex thank you hi everyone george stephanopoulos here thanks for checking out the abc news youtube channel if you 'd like to get more videos show highlights and watch live event coverage click on the right over here to subscribe to our channel and do n't forget to download the abc news app for breaking news alerts thanks for watching
YrUXaq-dTvo,UCBi2mrWuNuyYy4gbM6fU18Q,Strongest winter storm of season slams Western states,ABC News,25.0,"['News', 'p_cmsid=2494279', 'p_vid=news-107752713', 'winter', 'storm', 'snow', 'blizzard', 'cold', 'California', 'West', 'weather', 'ABC News', 'GMA']",march blizzard batters parts of california and other western states abc 's faith abou is in trucky california for us once again this morning with the latest faith good morning yeah good morning to you whit what you 're seeing around me is patio furniture that 's buried in several feet of snow the heavy snow and the gusty winds making for a dangerous travel combination here on the mountains highway patrol telling us between two and 300 drivers got stuck in white out conditions on interstate 80 even highway personnel emergency crews and tow truck drivers had a hard time getting to them this morning millions on alert as extreme weather hits california impacting nearly every state in the west the strongest winter storm of the season slamming the sierra nevada mountains with blankets of snow the life-threatening blizzard even shutting down interestate 80 for more than 70 mes hundreds of drivers rescued as gusty winds caused intense white out conditions it 's a rash of bad luck i guess truck driver bob alverson getting stuck on the icy roads and here along interstate 80 you can see just how high the snow peack has gotten in some places like this as high as 5t tall in the town of try several feet of snow blocking doors to houses and apartments i could barely open the door it was waste steep to get out of the house this morning luckily the plows were moving and unfortunately though the national weather service just extended the blizzard warning till tomorrow morning and then we 're expecting about a foot of snow today and there 's another system after that once this is over so a long ways to go but people here they are taking it in stride and they 're hunkered down jana and we 're thinking about them and thinking about you faith as you have taken that weather coverage in stride we appreciate you hi everyone george stephanopoulos here thanks for checking out the abc news youtube channel if you 'd like to get more videos show highlights and watch live event coverage click on the right over here to subscribe to our channel and do n't forget to download the abc news app for breaking news alerts thanks for watching
QxPyMFYfoUI,UCBi2mrWuNuyYy4gbM6fU18Q,Dangerous flooding possible in California as powerful storm rages through,ABC News,25.0,"['abc', 'california', 'coast', 'flooding', 'forecast', 'mud', 'news', 'p_cmsid=2494279', 'p_vid=news-107341882', 'rain', 'storm', 'weather', 'west']",the powerful storm hit in california right now millions are under flood alerts as parts of the storm zone are still drying out from the last round of storms santa barbara area is on alert for life-threatening flash floods and mudslides abc news faith abub is there more than 37 million people under flood alerts in california as a major storm moves in i 'm hoping it does n't rain too hard in sacramento heavy rain flooding parts of i 80 several accidents across the highway vles hydroplaning and going off the road donner pass also seeing major travel problems on the same interstate this plow pushing a stuck semi while in geyserville this mudslide covering much of highway 128 emergency crews cutting this tree blocking the road displaced by the mud flow and in tomal 's heavy flooding closing this highway rescuers say two people had to leave their car after a stalled in the high water this as heavy rain and up to 60 mph winds threaten much of the golden state i 'm afraid of the flooding for the homeless i 'm very concerned about that authorities asking residents in flood and mud flow areas to prepare caution should be taken around flood control channels and in the crossings area this the second of a one-w punch round of heavy rain impacting the region and diane you can see the tide coming in behind me washing debris to shore the the entire county here is under a flood watchh there is still that potential for down trees down par lines mudslides landslides the ground here is just so saturated from the multiple rounds of storms this area has experienced first responders are standing by as the system moves through diane faith abou in santa barbara california thanks faith and abc news meteorologist samar theor has the latest on the timing and the track of the storm hi samara hi diane good morning this is truly a devastating situation and i say that because think about this area cities like like santa barber who have just been previously hit by extremely powerful and dynamic storms and you can see this video behind me in del nordic county it looks like earth is just rolling down into the road and we 're going to see a lot more visuals like this in the coming hours and days as a result of flash flooding so here 's the radar over the last 12 hours you can see the cities that have been getting hammered the most los angeles not so much but los angeles only needs three more inches of rain and it will be the wetest february on a record okay but this is the area i want to focus on right now santa barb has now been included ventur this is expanded this flash flood warning that means it 's imminent up to 4 ines of rain is falling so so far we can see another 3 to four inches of rain landslides likely rock slides likely a lot more debris flow uh is possible and that 's in the santa barbara zone but the wider picture from eureka to reading big sir st louis abiso down to los angeles is under uh a threat for heavy rain and flooding possible with the persistent and consistent rainfall the other threat i want to talk about is the wind guys 40 to 60 milph right so this is a cumulative effect we get the strong winds hitting after grounds have been completely saturated and we start to see a lot more down trees coming down they have high surf wind warning we could see uh flood watches have been issued even farther inland for cities like fresno and then here 's another threat we have severe storms okay sacramento in the heart of this this is the primary time for this is between noon and 8:00 p.m. today if you live anywhere in the green and yellow zone there you see damaging winds particularly stockton sacramento you have a city we could see uh brief tornadoes that 's a possibility as well and lots of small hail and lightning so let 's time this out that was 6 a.m. tuesday morning tomorrow morning still seeing rain by 6 a.m. wednesday we start to see a lot more the rain focus less on the coastline in san francisco and push further inland some heavy snow in the higher elevations and wednesday is when we could really start to see it ramp up for cities like los angeles and san diego b abc news tomorrow theodore thank you hi everyone george stephanopoulos here thanks for checking out the abc news youtube channel if you 'd like to get more videos show
KQLyQCFm1wU,UCBi2mrWuNuyYy4gbM6fU18Q,Millions on winter weather alert,ABC News,25.0,"['abc', 'abcnl', 'coast', 'east', 'news', 'p_cmsid=2494279', 'p_vid=news-106420457', 'storms', 'weather', 'west', 'winter']",glad you 're streaming with us millions of americans on alert right now for severe weather across the country major cities like dc philadelphia new york city they are all finally seeing measurable snow breaking a record 700 day streak of snowless and that arctic blast is also continuing across the rest of the us with southern texas cities like houston seeing wind chills as low as 5 degrees our meteorologist kenton jcki uh following all of it for us where should we start kenton let 's go back to the northeast here where we can see a lot of the snow coming down and it 's actually been a pretty wet snow which is when it 's fluffier and that could actually create more snowball fights and great times to make some uh some snowmen as well a lot of that happening there in pennsylvania that 's all now moving out but we can see it 's still at upper new england meanwhile this pink that you see right along that i95 corridor right close to the coast here it 's because it 's warm enough that it 's changed over into sleet or even some freezing rain and some freezing drizzle already causing some issues on roads there up in parts of massachusetts to boston so be careful for the next couple hours there especially and then overnight as temperatures get even colder meanwhile these windchill alerts they 're still going for our day tomorrow throughout the middle of the country in a hard freeze down in the south they had freezing temperatures already this morning as well causing issues here this is mobile alabama this morning before the sun came up and you can see that glaze of ice on this vehicle that was also on roadways caused issues caused wrecks on roads in alabama in louisiana near new orleans as well meanwhile go to the other side chicago here they had flames up on the tracks just to make sure that the trains could go over the tracks and there was n't going to stick it was n't going to freeze there so they uh tried to make it work and they certainly did at this point and you can see this bitter cold continuing into tomorrow here 's some wind chills for tomorrow morning chicago 21 below zero tomorrow morning just brutal there nashville even 7 below and we look into the weekend 25 below on saturday morning in kansas city one in memphis bull z on saturday morning oh boy okay we 'll track it all it 's quite the time is n't it hi everyone george stephanopoulos here thanks for checking out the abc news youtube channel if you 'd like to get more videos show highlights and watch live event coverage click on the right over here to subscribe to our channel and do n't forget to download the abc news app for breaking news alerts thanks for watching
2n5JKkbpXgU,UCBi2mrWuNuyYy4gbM6fU18Q,"Major winter storm cripples Midwest, heads east",ABC News,25.0,"['Midwest', 'abc', 'canceled', 'cripples', 'east', 'flights', 'heavy', 'news', 'p_cmsid=2494279', 'p_vid=news-106339199', 'rain', 'snow', 'storm', 'wind', 'winter', 'wnt']","dangerous winter storm hitting right now in fact the storm is so sweeping 49 states are under alerts at this hour new york 's governor tonight declaring a state of emergency in western new york with the storm coming followed by the lake effect snow machine there the national guard called up prepared for blizzard conditions and what they 're calling life-threatening cold behind it in several states windchills lit get this from 20 to 65 degrees below zero the blizzard warnings in the midwest snow across the great lakes tonight a half a foot in some areas outside chicago severe storms in the south then heavy rain into the mid-atlantic and the northeast with rivers already dangerously high montana by the way in the blizzard zone these are pictures there wind chills 50 to 65 degrees below zero on the way next heavy snow dangerous driving in the chicago metro area a semi jack knifing this is i90 traffic brought to a halt down trees and power lines in sky illinois tonight blinding snow and bitter cold in de moine iowa of course the caucus is there just 3 days away now and look at this the deicing of the planes at chicago 's o'hare airport today a ground stop for a time there more than 2,000 flights canceled nationwide tonight rob marciano timing this out and alex pre leading us off from chicago tonight a massive storm bringing blizzard conditions whipping winds and life-threatening cold to millions from the midwest to new york where the governor has declared a state of emergency for western new york ahead of up to 3 fet of snow it could be falling at a heavy rate of 2 to three inches an hour it 'll affect visibility uh blizzard-like conditions driving treacherous today across the chicago area you can see the snow is already piling up in many areas they are expecting a foot or more officials in many places telling drivers to stay off the roads if possible this tree crashing into a home winds up in the heavier snowfall right now is causing a little bit of mayhem throughout the building more than a thousand flights canel today at chicago airports more than 2,000 nationwide nearly every state is on alert for extreme weather in new jersey where the pic river is already at major flood stage residents are bracing for another round of heavy rain and high wind in patterson one family rescued from their home you can see those firefighters they are standing and literally carrying these residents off of the steps over on into the ladder of their truck and right behind this system a blast of arctic air headed as far south as texas tomorrow night 's nfl wildcard game in kansas city could be one of the coldest in history with a wind chill of -23 arrowhead stadium now setting up warming stations for fans and david the concern here is far from over the snow and wind return tonight impacting visibility on the roads and then the deep freeze temperatures are plunging by sunday the wind chill here we 'll feel like 20 below zero d so many states are going to feel this alex pr leading us off tonight alex thank you hi everyone george stephanopoulos here thanks for checking out the abc news youtube channel if you 'd like to get more videos show highlights and watch live event coverage click on the right over here to subscribe to our channel and do n't forget to download the abc news app for breaking news alerts thanks for watching"
9yAvEQt4Odw,UCBi2mrWuNuyYy4gbM6fU18Q,Flood alerts across Northeast,ABC News,25.0,"['ABC', 'GMA', 'News', 'floods', 'forecast', 'p_cmsid=2494279', 'p_vid=news-106286772', 'rain', 'snow', 'storms', 'weather']",the flooding emergency across the northeast evacuations rising waters after the major storm hit the area with another one on the way rob marciano is in wayne new jersey where the rivers are near record levels good morning to you rob yeah in in january no less good morning to you robin you know i was standing in this town reporting for flood waters three weeks ago this is not how residents here wanted to reset for 2024 look how deep this water is down this road we 've got homes probably over a dozen of them on either side one of many communities that have been cut off if not flooded by these flood waters you know in the last 24 hours river and coastal community some of them in the northeast have been pushed to the brink this morning parts of the northeast waking up underwater after another major storm dumped heavy rain in the region rivers raging along the east coast with levels unseasonably high setting new records for the month of january drake 's island in welles m engulfed by rising ocean water and in portland streets and storm fronts facing more than 3 ft of storm surge this dock damaged and the peers flooded in bass harbor in north carolina the heavy flooding washing away and destroying parts of this bridge 's support structure if something heavy comes on this you do have the possibility of caving this in neighborhoods and businesses in norwich connecticut completely submerged pretty scary today i never seen a water that high officials evacuating residents of this condominium along the yantic river amid fears a dam there could burst hopefully this dam will not go that 's our biggest fear right now police in hampton new hampshire declaring an emergency due to flooding there and in wayne new jersey water overflowing roads this couple buying a boat just to get to and from their house it 's crazy but it 's what you got to do what you got to do yeah that boat not a bad investment unfortunately for as frequent as these floods are coming climate change likely playing a role there and we do n't want to hear that another warm and wet storm is coming but that 's exactly what 's happening come tomorrow michael definitely not what you want to hear rob thank you for that let 's go to sam champion with more on the storm good morning good morning michael good morning everyone rob 's in exactly the right place let me show you this map all you need to see is this the entire country almost all 50 states are showing you some kind of watch and warning with this storm avalanche warnings blizzard warnings windchill warnings now go to the flood watch over there where was and even in the deep south we have violent to severe storms now let me set this up for you tonight because this is an overnight situation tonight in shet port to little rock so anywhere you 've got your weather radios your phone alerts make sure those are on for overnight storms that could involve tornadoes dallas you 're right on the edge of this but i want you to know there 's some strong storms for you as well then tomorrow night the highest tornado threat from montgomery columbus but look atlanta you 're right on the edge of that more rain as rob just said into the northeast we 're going to get 1 to two inches of rain some places like philly maybe a half inch of rain but remember ground is saturated why does it seem like there 's so much flooding there for a month now we 're about 200 % our normal rainfall in some places robin all right sam thank you hi everyone george stephanopoulos here thanks for checking out the abc news youtube channel if you 'd like to get more videos show highlights and watch live event coverage click on the right over here to subscribe to our channel and do n't forget to download the abc news app for breaking news alerts thanks for watching
xS_QSHW8Q24,UCBi2mrWuNuyYy4gbM6fU18Q,Tracking extreme weather across the nation,ABC News,25.0,"['news', 'breaking news', 'live news', 'daily news', 'world news', 'us news']",that one store michael is a powerhouse waking us up with tornado watches throughout the night that meant that the conditions were right but in the last couple hours we 've seen warnings about debris flying in parts of the panhandle of florida and southern alabama it does n't stop there it 's going to keep moving east through today so if you are anywhere from there to jacksonville florida throughout southeastern georgia all the way through most of south carolina and then southeastern north carolina today is your day to be prepared have a place that you will shelter because there is a possib possibility of tornadoes the system already showed us what it can do it is one of two we 've got blizzard warnings up in the cascades all around seattle portland but then you 've got the wind alerts and we 're talking about just widespread wind of 40 to 60 m hour anywhere from tennessee up to maine down to florida it 's going to come with some heavy rain robin flood watches are up and a lot of those rivers that flooded just last a couple of weeks ago in new jersey have possibility of doing it again gus up to 70 overnight tonight
Csd5-bYGXtg,UCupvZG-5ko_eiXAupbDfxWw,"Beryl slams Texas with extreme rainfall, life-threatening storm surge",CNN,25.0,"['latest news', 'Happening Now', 'CNN', 'Jim Sciutto', 'Derek Van Dam', 'Hurricane Beryl', 'Texas Coast', 'Houston', 'Galveston', 'Freeport', 'Texas City', 'Matagorda', 'Southeast Texas', 'Beryl Landfall', 'Port Lavaca', 'Palacios', 'Corpus Christi', 'South Padre Island']","hurricane peril strengthening to a category one hurricane overnight . making landfall actually just moments ago near matagorda beach , about 150 miles north of corpus christi . more than 7 million people are under a tornado watch , including the houston area , as winds reach up to 80 miles an hour . just know it 's going to be wet , it 's going to be windy , and it 's going to be dangerous . do not go out . farrell is expected to bring life-threatening storm surge and flooding to the region . multiple hurricane warnings are now in effect . meteorologist eric vandam is tracking all of it for us . live from port lavaca , texas . and derek , i can see you 're getting a taste of it there . so it 's just made landfall now , what do we expect to happen next ? yeah , right now we are witnessing the first hurricane of the atlantic 2024 season making landfall here along the central texas coast . and we are just a few miles away from where that high is crossing over the texas coastline . that is why we are getting buffeted by these strong tropical storm force gusts in excess of 50mph . this storm has rewritten the history books and had a dubious track record being named for now over ten days , finally making its third landfall here in the continental united states . so let 's get right to the threats and the graphics . the latest radar satellite imagery shows this 80 mile per hour category one storm making landfall and look at that eastern eye that is the strongest part of the storm . we call that the dirty part of the storm . and that 's where we have a tornado watch . and that includes portions of galveston and into harris county , matagorda county , where i 'm located now , the eye wall , it is now making landfall . so we have had more than 50 % of the eye , which , you see , we 've indicated there with that circle , cross over land . so that is why the national hurricane center has just within the past three minutes called landfall because of that , very moment , the 50 % of the eyewall crossed through . so on that eastern periphery that is the eastern side of the storm . that 's the most dangerous part of a hurricane . that is where we get these spin up tornadoes . we have had tornado warnings in some of the lesser populated areas near the coastline . but the tornado watch includes houston , and it 's valid through 10:00 am this morning . look at the wind threat map , because this is significant as well . tropical storm force winds . if you 're listening from houston this morning , you have a rude awakening coming off of a 4th of july holiday weekend , heading back to work , heading back to your day to day business . and yeah , you could be feeling gusts in excess of 60mph today and some of the current gusts right now . pretty impressive 38mph there in galveston , 28 in port lavaca , where i 'm located . certainly higher at times . but we ca n't forget about the storm surge potential . we realized about a foot of storm surge , into lavaca bay directly behind me yesterday . that was above our normal high tide levels . we are now in low tide , so this is kind of the saving grace for the storm , jim , because , the peak of the storm , the landfall is occurring during low tide , so hopefully that minimizes some of the storm surge potential , at least . but there will still be problems right along the immediate coastline , 4 to 7ft , as you can see on the graphic . now , the rain threat this is going to create flash flooding potential , 5 to 10in with locally over a foot of rain in this forecast for already received over two inches in lake jackson , one inch in galveston , houston . those numbers are only going to go up from here because that right side , that right quadrant i keep talking about of this hurricane is headed your way . and look at how much precipitation will fall . this is n't a harvey . this will not stall out over eastern texas . this thing is going to make a beeline , for the central parts of the states . and"
YRxsumcLVyM,UCupvZG-5ko_eiXAupbDfxWw,Upcoming Iowa caucus night could be coldest ever. CNN meteorologist explains,CNN,25.0,"['latest news', 'Happening Now', 'CNN', 'Dana Bash', 'Inside Politics', 'Jeff Zeleny', 'Elisa Raffa', 'MJ Lee', 'Iowa Caucus', 'Iowa', 'Iowa Weather', 'Severe Weather', 'Winter Storm', 'Iowa Snow', 'Des Moines', 'Election 2024', 'Donald Trump', 'Ron DeSantis', 'Nikki Haley', 'Vivek Ramaswamy', 'GOP Primary', 'Republican Nomination', 'Blizzard', 'Blizzard Warning', 'Cold Weather', 'Freezing Temperatures']","> > > we start in iowa , which is under a blizzard warning today . it is freezing there . now , i 'm sure you 're thinking , duh , it is january . obviously it is cold in iowa , but this is different . it is brutally cold . historically cold . so cold that iowans are being told not to even take a step outside , and it is going to get worse . monday looks likely to be the coldest caucus night on record . we are talking about windchills as low as negative 30 degrees . cnn 's jeff zeleny is sort of indoor/outdoor . we can see the outside , but , you know , you have a little bit of the heat from the inside . i just want our viewers to not be super concerned about you . tell us what you are seeing there , not only with the weather but with the campaign . > > reporter : well , dana , we are bundled up , no worries here about that . but the weather is political here , and this is why . it is one of the central worries and concerns of the campaign going forward at this point . it is what they 're preparing for . it is what they 're thinking about and it is what they 're worrying about . the candidates have mainly had to cancel most of their events today , so the campaign is essentially frozen in place . this is why this matters , not that voters necessarily need to hear one more stump speech or closing argument but these events are about organization . when you walk into an event you are met by a campaign staffer or volunteer to make sure they have your information so they can remind you on monday to come out to the caucus . it is all about organization as we talk about so much . but , you know , there 's certainly been so much spending here in iowa . nikki haley and her super pac are leading the charge in terms of spending , so perhaps it is a good day to watch some of the television commercials for iowans trapped inside . ron desantis made it out to one event this morning and talked about the importance of monday night . > > i 'll ask you for your support on monday . i know it is going to be cold . i know it is going to be not the most pleasant , but i do n't think you will ever be able to cast a vote that has more impact given the circumstance . we do n't know what the turnout is going to be . it could be much smaller than what it has been in the '16 cycle , that 's possible . if you are going out and bringing four or five different friends with you or family members , that is going to pack a punch in a way that voting in a general election just simply would not at that level . > > reporter : and nikki haley is talking to her supporters on the telephone , doing teletown halls . again , that is also about organization . people who sign up to call in , the campaign is keeping track of them . again , they can remind them to vote on monday night . the reason this matters is turnout , as governor desantis was just saying there . for weeks and months republican officials here were telling me they expected a record-setting turnout , more than in 2016. now that 's very much an open question with the cold weather . we are talking older voters have a concern getting to the polls , but , look , the campaign is going on into the weekend . former president donald trump is coming into iowa this weekend to campaign tomorrow . all of the other candidates are hoping to get back on the road . but the weather is politics now , and it is one of the central things hanging over this campaign . dana . > > thank you so much , jeff . i 'll see you there tomorrow , i hope . because jeff said the weather is politics , and this is `` inside politics '' let 's go to the cnn weather anchor and correspondent , alisa rafah is tracking all of it . what do we see when it comes to what to expect not just today but this weekend and most importantly on monday , caucus day . > > we are looking at temperatures not"
AX5XVqBxiOc,UC8p1vwvWtl6T73JiExfWs1g,Fire chief battling Jasper National Park wildfire watches his house burn down while protecting town,CBS News,25.0,"['Firefighters', 'Wildfire', 'Fire', 'Canada', 'World', 'Social']","you 're trying to save your town while watching your own home catch on fire yes i was yeah this is the fire chief of jasper a small town popular for tourists in alberta canada his town sits right next to jasper national park the largest national park in the canadian rockies but on july 22nd a wildfire broke out in the area and within days it overtook both the national park and the town from that night uh as things were happening uh we were out on tactical trolls and looking for spot fires and doing everything we could to protect the town it was unfortunate yeah i did lose my own home in that and did n't notice that when i was out on my patrols as of july 29th the jasper wildfire has burned more than 79,000 acres of land it 's now the largest wildfire recorded in jasper national park in 100 years and is still considered to be out of control and while the community 's fire chief is one of many who has lost his home he is n't done fighting pretty overwhelming but uh at the same time there was a lot going on we had a lot of crews running around to continue to do spot fires so it was hard to kind of put that in the on the back burner and make sure that we were still performing and doing our jobs to protect what we could"
T9dmhpY7_Lk,UC8p1vwvWtl6T73JiExfWs1g,Thompson Fire rages in Northern California amid heat wave,CBS News,25.0,"['Thompson Fire', 'California', 'French Fire', 'Mariposa County', 'wildfires', 'emergency', 'evacuations', 'heat wave', 'Heat Wave', 'Wildfires', 'CBS News', 'U.S.']","he faces up to 10 years in prison if convicted . he maintains his innocence . > > crews are battling multiple large fires in california as the west coast faces a prolonged heat wave . in oroville , the thompson fire has scorched more than 3700 acres since tuesday . fire crews say 46 % , it is 46 % contained as of this morning . farther south in mariposa county , the fast-moving french fire is 5 % contained . the blaze began yesterday and burned nearly 850 acres . cbs correspondent elise preston joins us from sacramento , california . elise , triple digit temperatures are forecast in the west throughout next week come up with that fuel more wildfires ? > > reporter : it could , lana . here in sacramento , it is expected to hit 111 degrees today . those temperatures are sticking around . this is what the heat does . look at this field behind me , this is supposed to be grass it is completely dried out . what the heat does is take the moisture and dries out the grass . that eventually turns into fuel for wildfires . the other thing is , it could also spark more fires . that is what the firefighters are dealing with . keep in mind , too , they are battling wildfires across the west and his triple digit temperatures . that causes heat related illnesses . there have been at least eight firefighters injured due to the heat in the thompson fire in oroville . > > elise , we have seen you out there amid the wildfires . as you mentioned those wildfires that have perished trying to battle these fires . talk about the challenges they face . > > reporter : some of them are getting sick . firefighters are working 24 hour shifts , 24 hours on , 24 hours off . in this 24 hours , they are trying to rest and recuperate . we spoke with the firefighter and asked him , what does it feel like to be battling wildfires in this intense heat ? he described it as wearing all of your winter gear , as though you were supposed to go skiing , and then going outside and doing hard work . he said it is incredibly challenging , incredibly difficult . you can only imagine . i am just standing out here and i feel like i am being burned . > > it inside"
tzD4LrR5iiY,UC8p1vwvWtl6T73JiExfWs1g,Hurricane Beryl makes landfall as Category 4 storm,CBS News,25.0,"['Beryl', 'hurricane', 'season', 'caribbean', 'carriacou', 'grenada', 'storm', 'high winds', 'rain', 'damage', 'atlantic', 'Storm', 'Caribbean', 'High Winds', 'Hurricane', 'CBS News', 'U.S.', 'World']","> > > hurricane beryl has made landfall on the caribbean island of carico with maximum sustained winds of 150 miles an hour . the powerful storm will bring dangerous conditions to the islands and other parts of the caribbean . this is the strongest june hurricane ever . so what are the windward islands experiencing right now ? > > reporter : at this point what they are seeing is essentially a very strong wind and they are experiencing those potentially life-threatening storm surges that come with a hurricane of this magnitude . the wind speeds were clocked at 150 miles an hour , just to give you a sense , 160 is a category 5. this is a major hurricane . what has been so surprising is just how quickly this developed in the span of 42 hours . it went from a tropical depression to a major hurricane . at this point people are hunkered down and they have been hunkered down since about 8:00 last night . many of those islands went into a complete shutdown as they wait out the storm . > > so what is next in the storm 's path ? > > reporter : from here , according to the national weather service and the national hurricane center , it is forecast to head towards jamaica with some potential effects to the dominican republic , to haiti and then expected to move on to mexico . the real question is what happens once it reaches that point and whether or not it can eventually be a threat to the u.s. that is still far off and we will have to see what happens once the hurricane continues on its track . just a surprising development this early into the hurricane season . and overnight we had another tropical storm that form near mexico . it has certainly been an active season already , we are just a month in and this is not the type of activity that we normally see you read this"
eWKg9kjwep0,UC8p1vwvWtl6T73JiExfWs1g,"South Florida rainfall floods streets, drowns cars",CBS News,25.0,"['florida', 'rain', 'storm', 'weather', 'emergency alert', 'Flash Flooding', 'flooding', 'floods', 'gulf coast', 'sarasota', 'Tampa', 'Naples', 'Fort Myers', 'Storm', 'Florida', 'Flooding', 'CBS News', 'U.S.']","> > > a massive rainstorm is bringing flash flooding to southern florida . > > nearly two feet of rain has it north miami . officials call the conditions life-threatening and they are urging people to stay off the roads . > > cbs news correspondent manuel bojorquez is bearing the conditions there in florida . it looks better than yesterday . what can you tell us ? > > reporter : a little bit better . a break from the rain right now , but you can see the standing water behind me . here in hollywood florida , north of miami , in the last 48 hours they 've had more than 19 inches of rain and this is the result . the bigger problem here is we are expect more storms again today and again tomorrow and as they hit the same areas over again the water will pile up over again . storms are happening in the afternoon and evening time and that is a problem because of the rush hour . that is when you get a lot of people stranded in their cars , trying to get through the flooded intersections . > > you mentioned storms in coming , but in the meantime roads are shut down and some schools are closed , so our people staying home for the most part and heeding the warnings ? > > reporter : right , the hope is that people are heeding the warnings . one thing here in broward county , the sixth largest district in the country , they canceled classes today . you do n't want school buses trying to get in and out of this miss , especially in the afternoon hours . you see people driving up and down the street and i think they are doing that because they are trying to access their homes and the water has receded somewhat . again , when you look at floodwaters you do n't know what is beneath there and how fast it is running or whether the road has crumbled . generally you do n't want to miss with it at least that is the hope officials have when it comes to warning people about the danger of flooding . > > good advice . a couple of"
